gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B cell	Basal	CTL	Ciliated	Ciliated-diff	FOXN4	IRC	Ionocyte	MC	MoMa	NK	NKT	NKT-p	Neu	Secretory	Secretory-diff	Squamous	Treg	moDC	nrMa	pDC	rMa
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0EB136379	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0D8972B21	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.0	0.002	0.0	0.093	0.018	0.127	0.016	0.104	0.0	0.0	0.0	0.0	0.015	0.001	0.076	0.021	0.021	0.008	0.0	0.001	0.0	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.0	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.008	0.014	0.003	0.087	0.0	0.002	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0B8083B44	0.003	0.078	0.0	0.234	0.064	0.27	0.034	0.06	0.0	0.0	0.0	0.002	0.014	0.005	0.523	0.169	0.22	0.002	0.006	0.003	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.019	0.0	0.018	0.016	0.003	0.023	0.028	0.0	0.0	0.0	0.148	0.0	0.0	0.001	0.035	0.0	0.057	0.019	0.001	0.005	0.016	0.005
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0A683CBC1	0.003	0.078	0.0	0.234	0.064	0.27	0.034	0.06	0.0	0.0	0.0	0.002	0.014	0.005	0.523	0.169	0.22	0.002	0.006	0.003	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.028	0.0	0.004	0.053	0.0	0.014	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.008	0.017	0.0	0.042	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0	0.022	0.002	0.325	0.064	0.312	0.0	0.18	0.0	0.0	0.39	0.004	0.03	0.018	0.14	0.035	0.018	0.0	0.005	0.048	0.02	0.006
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.028	0.0	0.004	0.053	0.0	0.014	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.008	0.017	0.0	0.042	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0	0.022	0.002	0.325	0.064	0.312	0.0	0.18	0.0	0.0	0.39	0.004	0.03	0.018	0.14	0.035	0.018	0.0	0.005	0.048	0.02	0.006
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.028	0.0	0.004	0.053	0.0	0.014	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.001	0.007	0.0	0.008	0.017	0.0	0.042	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.0	0.022	0.002	0.325	0.064	0.312	0.0	0.18	0.0	0.0	0.39	0.004	0.03	0.018	0.14	0.035	0.018	0.0	0.005	0.048	0.02	0.006
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0F21DBF93	0.0	0.063	0.007	0.147	0.111	0.23	0.109	0.017	0.0	0.0	0.0	0.002	0.025	0.005	0.297	0.261	0.013	0.005	0.007	0.011	0.0	0.004
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.001	0.0	0.031	0.0	0.0	0.0	0.0	0.001
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.035	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.001	0.0	0.0	0.003
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.009	0.042	0.0	0.843	0.142	0.85	0.207	0.481	0.0	0.174	0.0	0.022	0.056	0.024	0.846	0.235	0.427	0.0	0.044	0.128	0.043	0.053
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.009	0.042	0.0	0.843	0.142	0.85	0.207	0.481	0.0	0.174	0.0	0.022	0.056	0.024	0.846	0.235	0.427	0.0	0.044	0.128	0.043	0.053
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.0	0.01	0.011	0.479	0.053	0.418	0.044	0.134	0.0	0.0	0.132	0.017	0.011	0.008	0.178	0.048	0.066	0.026	0.011	0.003	0.0	0.002
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.326	0.016	0.04	0.019	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.012	0.038	0.004	0.004	0.005	0.0	0.072	0.121	0.078	0.0	0.123
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.009	0.042	0.0	0.843	0.142	0.85	0.207	0.481	0.0	0.174	0.0	0.022	0.056	0.024	0.846	0.235	0.427	0.0	0.044	0.128	0.043	0.053
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.004	0.06	0.011	0.051	0.038	0.151	0.249	0.094	0.0	0.158	0.0	0.004	0.023	0.304	0.49	0.119	0.708	0.026	0.005	0.439	0.0	0.042
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.211	0.003	0.139	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.021	0.004	0.0	0.0	0.001	0.194	0.0	0.0	0.0	0.022
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.011	0.0	0.537	0.001	0.002	0.0	0.0	0.008	0.0	0.0	0.0	0.097	0.012	0.238	0.006	0.011	0.009	0.31	0.007	0.072	0.0	0.005
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.211	0.003	0.139	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.021	0.004	0.0	0.0	0.001	0.194	0.0	0.0	0.0	0.022
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.0	0.0	0.0	0.013	0.002	0.004	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.002	0.011	0.005	0.007	0.0	0.009	0.025	0.013	0.005
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.011	0.0	0.537	0.001	0.002	0.0	0.0	0.008	0.0	0.0	0.0	0.097	0.012	0.238	0.006	0.011	0.009	0.31	0.007	0.072	0.0	0.005
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.003	0.0	0.136	0.003	0.003	0.007	0.008	0.006	0.0	0.0	0.0	0.038	0.019	0.0	0.01	0.003	0.0	0.026	0.006	0.002	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	1.47	1.093	0.949	1.333	0.639	1.691	0.11	1.999	0.541	0.361	1.48	0.889	1.246	0.06	1.329	0.261	0.243	1.176	0.686	0.457	0.77	0.805
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.145	0.006	0.068	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.022	0.0	0.0	0.0	0.0	0.015	0.001	0.0	0.113	0.034
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.0	0.0	0.0	0.013	0.002	0.004	0.0	0.018	0.0	0.0	0.0	0.0	0.001	0.002	0.011	0.005	0.007	0.0	0.009	0.025	0.013	0.005
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.255	0.0	0.073	0.002	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.014	0.021	0.001	0.0	0.0	0.002	0.098	0.002	0.008	0.0	0.013
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	0.106	0.576	0.42	0.873	0.438	1.566	1.946	0.658	1.143	3.698	0.0	0.149	0.306	0.465	2.19	1.513	0.617	0.274	0.12	0.166	0.248	0.141
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	1.47	1.093	0.949	1.333	0.639	1.691	0.11	1.999	0.541	0.361	1.48	0.889	1.246	0.06	1.329	0.261	0.243	1.176	0.686	0.457	0.77	0.805
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.0	0.03	0.002	0.091	0.028	0.101	0.074	0.172	0.0	0.0	0.524	0.004	0.008	0.008	0.258	0.073	0.359	0.004	0.007	0.008	0.075	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.0	0.03	0.002	0.091	0.028	0.101	0.074	0.172	0.0	0.0	0.524	0.004	0.008	0.008	0.258	0.073	0.359	0.004	0.007	0.008	0.075	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0830C7910	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS037E6BEDF	0.0	0.03	0.002	0.091	0.028	0.101	0.074	0.172	0.0	0.0	0.524	0.004	0.008	0.008	0.258	0.073	0.359	0.004	0.007	0.008	0.075	0.0
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS073811AB3	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.097	0.0	0.247	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.015	0.0
AGRP	O00253	False	AGRP_HUMAN		CPI-SS034C2FBA9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.005	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS0B1F94CD2	0.114	0.009	0.06	0.008	0.011	0.009	0.0	0.0	0.0	0.11	0.217	0.038	0.106	0.004	0.024	0.014	0.001	0.031	0.042	0.06	0.073	0.034
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	0.114	0.009	0.06	0.008	0.011	0.009	0.0	0.0	0.0	0.11	0.217	0.038	0.106	0.004	0.024	0.014	0.001	0.031	0.042	0.06	0.073	0.034
LEFTY1	O75610	False	LFTY1_HUMAN		CPI-SS0E9F84F1F	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0DF5E47DB	0.0	0.063	0.007	0.147	0.111	0.23	0.109	0.017	0.0	0.0	0.0	0.002	0.025	0.005	0.297	0.261	0.013	0.005	0.007	0.011	0.0	0.004
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.019	0.003	1.091	0.0	0.009	0.0	0.0	0.004	0.0	0.0	0.0	0.064	0.013	0.003	0.0	0.008	0.003	0.936	0.011	0.003	0.0	0.006
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS04318D03E	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AFE077D8	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS03165AD8C	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0AE4CF4E7	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
GPR75	O95800	False	GPR75_HUMAN		CPI-SS0DA291AD9	0.002	0.005	0.002	0.022	0.002	0.0	0.015	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.006	0.0	0.004	0.0	0.0	0.001	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS073B0CE7A	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0BE8BE8E9	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS09AFCF898	0.008	0.0	0.014	0.0	0.002	0.0	0.0	0.0	0.0	0.283	0.0	0.006	0.011	0.0	0.0	0.0	0.0	0.027	0.013	0.038	0.089	0.01
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F8C2FA91	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0E7EDE823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0DFAF1FE2	0.087	0.006	0.353	0.0	0.014	0.0	0.0	0.0	0.0	0.19	0.0	0.088	0.048	0.003	0.0	0.0	0.0	0.212	0.037	0.096	0.095	0.037
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0ADA38C78	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS008EB600F	0.008	0.0	0.014	0.0	0.002	0.0	0.0	0.0	0.0	0.283	0.0	0.006	0.011	0.0	0.0	0.0	0.0	0.027	0.013	0.038	0.089	0.01
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08B91FD2A	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0CBA3DA0D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B186A32C	0.087	0.006	0.353	0.0	0.014	0.0	0.0	0.0	0.0	0.19	0.0	0.088	0.048	0.003	0.0	0.0	0.0	0.212	0.037	0.096	0.095	0.037
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0638E0E29	0.0	0.006	0.002	0.017	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.002	0.013	0.003	0.002	0.044	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS045A5FC60	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS059CC19A3	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0FA7A69D9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS06B0861F1	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0C98C08DA	0.008	0.0	0.014	0.0	0.002	0.0	0.0	0.0	0.0	0.283	0.0	0.006	0.011	0.0	0.0	0.0	0.0	0.027	0.013	0.038	0.089	0.01
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0B887F7AC	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0EDD062F7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS091B461CB	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS05B92CCC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
CCR10	P46092	False	CCR10_HUMAN		CPI-SS064C772FE	0.0	0.006	0.002	0.017	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.002	0.013	0.003	0.002	0.044	0.0
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS0D34B5517	0.002	0.013	0.0	0.043	0.009	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.013	0.025	0.003	0.0	0.0	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0B2979A10	0.0	0.006	0.002	0.017	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.002	0.013	0.003	0.002	0.044	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS092C1B321	0.008	0.0	0.014	0.0	0.002	0.0	0.0	0.0	0.0	0.283	0.0	0.006	0.011	0.0	0.0	0.0	0.0	0.027	0.013	0.038	0.089	0.01
CCR1	P32246	False	CCR1_HUMAN		CPI-SS04EE957D8	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0815A0EE0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
CCR1	P32246	False	CCR1_HUMAN		CPI-SS09199F78C	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
IDE	P14735	False	IDE_HUMAN		CPI-SS0D57FCA8C	0.047	0.031	0.059	0.272	0.089	0.271	0.032	0.329	0.0	0.0	0.0	0.037	0.055	0.005	0.244	0.05	0.055	0.053	0.018	0.037	0.041	0.02
CCR1	P32246	False	CCR1_HUMAN		CPI-SS041751A4D	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0C84DF380	0.307	0.015	0.224	0.0	0.011	0.0	0.0	0.011	0.0	0.649	0.0	0.044	0.043	0.663	0.002	0.013	0.004	0.076	0.076	0.477	0.0	0.053
CCR3	P51677	False	CCR3_HUMAN		CPI-SS006C89002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.019	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001
PODXL	O00592	False	PODXL_HUMAN		CPI-SS08920B6FF	0.005	0.013	0.001	0.126	0.03	0.221	0.204	0.043	0.0	0.0	0.39	0.007	0.023	0.009	0.521	0.125	0.032	0.004	0.005	0.002	0.018	0.001
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.39	0.01	0.011	0.004	0.0	0.0	0.0	0.0	0.039	0.005	0.0	0.0
AVP	P01185	False	NEU2_HUMAN		CPI-SS0C916344D	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OXT	P01178	False	NEU1_HUMAN		CPI-SS04B547174	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.003	0.0	0.0	0.002	0.0	0.0	0.0	0.001
AVP	P01185	False	NEU2_HUMAN		CPI-SS0FCF733EA	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	P01160	False	ANF_HUMAN		CPI-SS032AD1183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.003	0.007	0.015	0.113	0.01	0.134	0.045	0.0	0.0	0.0	0.0	0.005	0.0	0.001	0.022	0.004	0.006	0.021	0.003	0.0	0.0	0.002
NRG2	O14511	False	NRG2_HUMAN		CPI-SS0E063192D	0.003	0.007	0.015	0.113	0.01	0.134	0.045	0.0	0.0	0.0	0.0	0.005	0.0	0.001	0.022	0.004	0.006	0.021	0.003	0.0	0.0	0.002
EREG	O14944	False	EREG_HUMAN		CPI-SS0FC42EC80	0.0	0.008	0.0	0.016	0.02	0.008	0.023	0.0	0.0	0.16	0.0	0.0	0.001	0.038	0.011	0.013	0.338	0.007	0.009	0.657	0.0	0.013
BTC	P35070	False	BTC_HUMAN		CPI-SS0F0D7F25C	0.0	0.002	0.005	0.342	0.063	0.109	0.132	0.083	0.0	0.0	0.0	0.005	0.004	0.0	0.151	0.044	0.005	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0BD5C2A23	0.0	0.0	0.005	0.0	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.003	0.001	0.0	0.0	0.066	0.0	0.007
EREG	O14944	False	EREG_HUMAN		CPI-SS004C23DCE	0.0	0.008	0.0	0.016	0.02	0.008	0.023	0.0	0.0	0.16	0.0	0.0	0.001	0.038	0.011	0.013	0.338	0.007	0.009	0.657	0.0	0.013
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.0	0.005	0.0	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.003	0.001	0.0	0.0	0.066	0.0	0.007
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.0	0.005	0.0	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.003	0.001	0.0	0.0	0.066	0.0	0.007
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.005	0.0	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.003	0.001	0.0	0.0	0.066	0.0	0.007
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02572E1EF	0.0	0.0	0.005	0.0	0.002	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.005	0.003	0.001	0.0	0.0	0.066	0.0	0.007
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS034D3988F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0057AB387	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO4	Q2I0M5	False	RSPO4_HUMAN		CPI-SS0609FCF76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0E5397537	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0EB5364D4	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.098	0.0	0.001	0.0	0.0	0.0	0.029	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.0	0.0	0.0	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.436	0.016	0.476	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.164	0.019	0.004	0.0	0.002	0.001	0.662	0.011	0.0	0.0	0.03
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0F94547B2	0.436	0.016	0.476	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.164	0.019	0.004	0.0	0.002	0.001	0.662	0.011	0.0	0.0	0.03
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.029	0.028	0.016	0.057	0.012	0.038	0.026	0.085	0.0	0.0	0.0	0.011	0.006	0.011	0.102	0.021	0.031	0.022	0.011	0.035	0.022	0.011
SEMA3E	O15041	False	SEM3E_HUMAN		CPI-SS0F3A089DE	0.0	0.0	0.001	0.102	0.012	0.037	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.015	0.007	0.0	0.002	0.001	0.0	0.0
